F,deg_slope,df_den,df_num,layer,p,partial_eta2,q_bh,significant_q05,test
2.5457340774440715,,75,4,32,0.04629978161791453,0.11954197343872976,0.19677407187613674,False,PT_deg_categorical
1.0255539922813592,-36.49090540860694,78,1,32,0.31433634829045864,0.012977498296076834,0.7290157498498446,False,PT_deg_linear_trend
11.90206338916119,,75,4,32,1.5393888410588326e-07,0.38829566669139326,5.233922059600031e-06,True,IT_deg_categorical
10.574006919296522,75.12775497456218,78,1,32,0.0016951603144566279,0.1193804738779735,0.0027975131933417794,True,IT_deg_linear_trend
5.533156090925598,,154,4,33,0.00034500715256060785,0.12565885760039527,0.0029325607967651667,True,deg_categorical_controlling_model
12.735507867352867,50.19899419523676,157,1,33,0.0004762011384064248,0.07503148885798003,0.0026984731176364074,True,deg_linear_trend_controlling_model
5.616864292153553,,150,4,33,0.0003062212506282326,0.13027070461558857,0.0020823045042719815,True,model_by_deg_interaction
2.0749078631089284,,75,4,33,0.0924964848849977,0.09963587242489569,0.268783170895122,False,PT_deg_categorical
6.399414162235031,49.204735053948546,78,1,33,0.01343136244098719,0.07582296898333783,0.0913332645987129,False,PT_deg_linear_trend
10.840395248446884,,75,4,33,5.468075285479764e-07,0.36634844372401093,7.188507491072486e-06,True,IT_deg_categorical
6.266969476188384,51.193253336524954,78,1,33,0.014389960902295041,0.07437041482735728,0.017473523952786837,True,IT_deg_linear_trend
